Chain,Link,Via,Datetime,Summary,Full Content,Rating,summary-processed,full_content-processed,full_content-sentiment,full_content-keywords,district
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,Android,2020-06-21 00:51:00,Bật nhạc hơi to,"Chi nhánh nằm ngay ngã 4 nổi bật của Ng ô Gi a T ự
Mình có cảm giác hơi nhỏ và chật hẹp so với nhiều chỗ khác, wifi vẫn mạnh,***lịch sự. Bật nhạc hơi to.
Tự phục vụ là chính
Giá nước cũng bằng chỗ khác 😃
- Olong sữa: Trà pha với sữa đặc, làm hơi ngọt, vị trà olong cũng thơm
- Bánh Nho: Vỏ giòn, bên trong có nho khô, được làm nóng khi đem lên",7.6,bật nhạc hơi to,chi nhánh nằm ngay ngã 4 nổi bật của ng ô gi a t ự mình có cảm giác hơi nhỏ và chật hẹp so với nhiều chỗ khác wifi vẫn mạnh lịch sự. bật nhạc hơi to. tự phục vụ là chính giá nước cũng bằng chỗ khác olong sữa trà pha với sữa đặc làm hơi ngọt vị trà olong cũng thơm bánh nho vỏ giòn bên trong có nho khô được làm nóng khi đem lên,negative,"[('chỗ khác', 0.011030508073655429), ('chi nhánh', 0.013576703546431416), ('ngay ngã', 0.013576703546431416), ('đem lên', 0.013576703546431416), ('nổi bật', 0.018377786978261732)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-05-17 12:05:00,Phúc long tệ nhất chi nhánh q10,"Từ uống tại chỗ đến việc order đem về, làm không đúng như yêu cầu. Ly 10-20k thì uống đỡ chứ 45-55k mà cứ uống đỡ hoài.
Gửi xe 5k và phải đi bộ dưới nắng, cũng ok
Không có chỗ gửi xe hơi",3.2,phúc long tệ nhất chi nhánh q10,từ uống tại chỗ đến việc order đem về làm không đúng như yêu cầu. ly 10 20k thì uống đỡ chứ 45 55k mà cứ uống đỡ hoài. gửi xe 5k và phải đi bộ dưới nắng cũng ok không có chỗ gửi xe hơi,negative,"[('yêu cầu', 0.03632279520029306), ('việc order', 0.053010220806130694), ('order đem', 0.053010220806130694), ('uống', 0.1342640344376167), ('cầu', 0.15621426781740264)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-04-29 10:24:00,Phúc Long Coffee & Tea -***,"Đang có combo 50k trúng giải review trên now nên chơi sang. Kêu 1 ly trà thảo mộc sz L thêm thạch hoa hồng. Ôi thôi nó nhiều topping, ngập tràn luôn. Ham hố uống sao nỗi ko biết mà ngon. Giá chưa giảm là 85k đó có mã còn 35k. Uống buổi sáng no tới 2-3h luôn",7.4,phúc long coffee tea,đang có combo 50k trúng giải review trên now nên chơi sang. kêu 1 ly trà thảo mộc sz l thêm thạch hoa hồng. ôi thôi nó nhiều topping ngập tràn luôn. ham hố uống sao nỗi ko biết mà ngon. giá chưa giảm là 85k đó có mã còn 35k. uống buổi sáng no tới 2 3h luôn,positive,"[('trúng giải', 0.05521111677715927), ('chơi sang', 0.05521111677715927), ('giải review', 0.0886207287165393), ('now nên', 0.0886207287165393), ('nên chơi', 0.0886207287165393)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-03-30 21:24:00,Xay ẩu quá,Bạn xem hôm nay bạn cay ly đá xay cho mình. Mình cứ tưởng là gọi nhầm đá viên á???,4.6,xay ẩu quá,bạn xem hôm nay bạn cay ly đá xay cho mình. mình cứ tưởng là gọi nhầm đá viên á,None,"[('hôm nay', 0.06700577021681149), ('nay bạn', 0.08896099380767705), ('bạn cay', 0.08896099380767705), ('bạn', 0.16299886812352193), ('mình', 0.2370366908187126)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-03-28 13:34:00,Fan cuồng,"Mình như fan cuồng PL luôn rồi, ngày nào cũng phải uống. Nay tình hình dịch covid 19 và sẵn có combo mua 3 tặng 1 vs mã giảm 45k cho đơn hàng 150k trên Grab nên mình mua luôn để dành. Tính ra chỉ có 31k một ly đó 💁‍♀️, 4 ly 125k thôi.
1/ Trà đào nay như là best seller của PL rồi 🍑, ngon mê ly
2/ Coctail PL: khá nhiều trái cây như dâu 🍓, táo 🍎, xoài 🍋, cắt nhỏ, nước hết rồi vẫn còn rất nhiều topping
3/Hồng trà sữa: vị đặc trưng riêng ko chỗ nào giống, uống tối là khỏi ngủ 😂
4/ Ly bonus Đác thơm 🍍 sz M mới, khá nhiều topping ko thua sz L, đác nhai thích lắm 
Các bạn có thể order về trong mùa dịch các món này 👍",7.8,fan cuồng,mình như fan cuồng pl luôn rồi ngày nào cũng phải uống. nay tình hình dịch covid 19 và sẵn có combo mua 3 tặng 1 vs mã giảm 45k cho đơn hàng 150k trên grab nên mình mua luôn để dành. tính ra chỉ có 31k một ly đó 4 ly 125k thôi. 1 trà đào nay như là best seller của pl rồi ngon mê ly 2 coctail pl khá nhiều trái cây như dâu táo xoài cắt nhỏ nước hết rồi vẫn còn rất nhiều topping 3 hồng trà sữa vị đặc trưng riêng ko chỗ nào giống uống tối là khỏi ngủ 4 ly bonus đác thơm sz m mới khá nhiều topping ko thua sz l đác nhai thích lắm các bạn có thể order về trong mùa dịch các món này,positive,"[('fan cuồng', 0.03941215435939287), ('phải uống', 0.10373030388268031), ('mình', 0.1699744256230112), ('luôn', 0.1699744256230112), ('rồi', 0.17261565366060638)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-01-21 22:59:00,Khá ổn,"Đi 2-3 ngày trước rồi nay mới review , đây là lần đầu mình ghé vào quán ,nước thì khá ổn , nhân viên phục vụ thì nhiệt tình ,không gian thoải mái , tóm lại mình sẽ còn quay lại",7.8,khá ổn,đi 2 3 ngày trước rồi nay mới review đây là lần đầu mình ghé vào quán nước thì khá ổn nhân viên phục vụ thì nhiệt tình không gian thoải mái tóm lại mình sẽ còn quay lại,positive,"[('trước rồi', 0.034215424876064264), ('rồi nay', 0.034215424876064264), ('nay mới', 0.034215424876064264), ('mới review', 0.034215424876064264), ('review đây', 0.034215424876064264)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,Android,2020-01-18 19:17:00,Lâu rồi cũng muốn thử lại sản phẩm của PL.,"Cũng đã vài năm mới uống trở lại của thương hiệu này , mình muốn chọn chi nhánh này vì nó khá mới và gần nhà hơn , còn chất lượng thì phải thử mới biết thế nào. Order qua Baemin ly Espresso Greentea Jelly 65k , giá hơi cao , chất lượng thì tạm ổn , điểm cộng ở chỗ rõ từng vị cf và trà xanh , nhưng lớp whipping cream bên trên hơi bị lạt và lỏng nên không ưng lớp cream này. Jelly cf có nhân cơm dừa ăn khá thích , cho hơi bị nhiều đấy mình ngồi nhai mỏi mồm luôn haha.
Hay chạy ngang đường này nên chỉ biết cái dao diện bên ngoài , trông cũng được.",8.4,lâu rồi cũng muốn thử lại sản phẩm của pl.,cũng đã vài năm mới uống trở lại của thương hiệu này mình muốn chọn chi nhánh này vì nó khá mới và gần nhà hơn còn chất lượng thì phải thử mới biết thế nào. order qua baemin ly espresso greentea jelly 65k giá hơi cao chất lượng thì tạm ổn điểm cộng ở chỗ rõ từng vị cf và trà xanh nhưng lớp whipping cream bên trên hơi bị lạt và lỏng nên không ưng lớp cream này. jelly cf có nhân cơm dừa ăn khá thích cho hơi bị nhiều đấy mình ngồi nhai mỏi mồm luôn haha. hay chạy ngang đường này nên chỉ biết cái dao diện bên ngoài trông cũng được.,positive,"[('thế nào', 0.030760798087168913), ('chất lượng', 0.036060360394971146), ('lượng thì', 0.036060360394971146), ('uống trở', 0.042031873455113396), ('trở lại', 0.042031873455113396)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2020-01-11 13:53:00,Quá tệ,"Lần đầu tiên mua ở Phúc Long này và cảm thấy rất bực mình nên cmt liền. 
Mình đến thì đã có 2 bạn nam đến trước nên mình đứng sau chờ, rồi có 1 chị ship bên Now vào sau, thế mà làm xog 2 bạn nam kia lại bắt mình chờ và làm cho chị Now trước, đã vậy cũng k đưa cục báo tín hiệu lấy nước. 
Đến lúc chờ lấy nước lại bực tập 2 khi bạn nữ làm nước xong cũng k đưa cho mình, thấy gọi a grab lấy trước mình mới hỏi số của mình mới đưa, xong đi ra cửa lại chạy ra theo để hỏi cục báo tín hiệu, mình ms nói nãy chỉ đưa bill k đưa cái đó làm sao mình biết, giật lại ly nước chạy vào hỏi bạn kia xong ms chạy ra đưa lại ly nước. Ủa ly nước mình đã trả tiền rồi mà ? Sao giật ly nước của mình đi vào kì vậy ? Lúc mình đứng lấy nước sao k hỏi luôn đi ? Quán lớn mà nhân viên kì hết sức.",2.2,quá tệ,lần đầu tiên mua ở phúc long này và cảm thấy rất bực mình nên cmt liền. mình đến thì đã có 2 bạn nam đến trước nên mình đứng sau chờ rồi có 1 chị ship bên now vào sau thế mà làm xog 2 bạn nam kia lại bắt mình chờ và làm cho chị now trước đã vậy cũng k đưa cục báo tín hiệu lấy nước. đến lúc chờ lấy nước lại bực tập 2 khi bạn nữ làm nước xong cũng k đưa cho mình thấy gọi a grab lấy trước mình mới hỏi số của mình mới đưa xong đi ra cửa lại chạy ra theo để hỏi cục báo tín hiệu mình ms nói nãy chỉ đưa bill k đưa cái đó làm sao mình biết giật lại ly nước chạy vào hỏi bạn kia xong ms chạy ra đưa lại ly nước. ủa ly nước mình đã trả tiền rồi mà sao giật ly nước của mình đi vào kì vậy lúc mình đứng lấy nước sao k hỏi luôn đi quán lớn mà nhân viên kì hết sức.,negative,"[('mình', 0.03542949316717207), ('lần đầu', 0.03670789218543067), ('cmt liền', 0.03670789218543067), ('đầu tiên', 0.04159570386992284), ('tiên mua', 0.04159570386992284)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2019-12-28 14:56:00,Nhạc rất ồn,"Nhạc quán mở rất to, mình có vào quán để học bài
nhưng thật sự không tập trung được. 
Có complaint nhân viên nhưng củng như không .",5.0,nhạc rất ồn,nhạc quán mở rất to mình có vào quán để học bài nhưng thật sự không tập trung được. có complaint nhân viên nhưng củng như không .,negative,"[('nhạc quán', 0.05071272082504947), ('học bài', 0.06293003982763551), ('tập trung', 0.06293003982763551), ('bài nhưng', 0.1273706910391025), ('nhưng thật', 0.1273706910391025)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2019-11-21 20:39:00,Phúc Long Coffee & Tea -***,"uống bên chi nhánh này không biết bao nhiêu lần rồi, hôm nay thất vọng thật sự, mới vừa đặt now 1 ly trà vải vị lài, trái vải hư như vậy mà cũng bỏ vào giao cho khách được, làm cái ly trà cái vị cũng kì theo luôn, sẽ không bao giờ quay lại !",1.0,phúc long coffee tea,uống bên chi nhánh này không biết bao nhiêu lần rồi hôm nay thất vọng thật sự mới vừa đặt now 1 ly trà vải vị lài trái vải hư như vậy mà cũng bỏ vào giao cho khách được làm cái ly trà cái vị cũng kì theo luôn sẽ không bao giờ quay lại,negative,"[('uống bên', 0.020921027161117343), ('đặt now', 0.020921027161117343), ('quay lại', 0.020921027161117343), ('bên chi', 0.03467504983336206), ('chi nhánh', 0.03467504983336206)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,iPhone,2019-11-12 20:13:00,Thái độ phục vụ không chuyên nghiệp,"Dịch vụ tệ, khách đông mà bảo vệ bảo còn chỗ, bán tính bán nghi không tin thôi cũng ậm ừ ghé vào. Lên thì hết chỗ thật, hỏi anh nhân viên còn chỗ không, ảnh dòm qua dòm lại rồi thôi, mình và tụi bạn phải tự tìm chỗ và rốt cuộc phải ngồi chỗ hàng ghế chờ nước.
Nhân viên cũng không care luôn. Sau mình thì cũng nhiều khách tương tự không có chỗ.
Nước thì dở, không như mình uống mọi lần ở Phúc Long. Mình order trà hoa hồng.",3.6,thái độ phục vụ không chuyên nghiệp,dịch vụ tệ khách đông mà bảo vệ bảo còn chỗ bán tính bán nghi không tin thôi cũng ậm ừ ghé vào. lên thì hết chỗ thật hỏi anh nhân viên còn chỗ không ảnh dòm qua dòm lại rồi thôi mình và tụi bạn phải tự tìm chỗ và rốt cuộc phải ngồi chỗ hàng ghế chờ nước. nhân viên cũng không care luôn. sau mình thì cũng nhiều khách tương tự không có chỗ. nước thì dở không như mình uống mọi lần ở phúc long. mình order trà hoa hồng.,negative,"[('bán tính', 0.046289783314454346), ('tính bán', 0.046289783314454346), ('bán nghi', 0.046289783314454346), ('chỗ', 0.07654233720538584), ('tin thôi', 0.08118333079822826)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,Android,2019-11-12 13:06:00,Tốn tiền gửi xe,"Muốn gửi xe phải gửi kế trường học, tốn phí",5.0,tốn tiền gửi xe,muốn gửi xe phải gửi kế trường học tốn phí,negative,"[('tốn phí', 0.021114872146320036), ('muốn gửi', 0.03079770075447456), ('trường học', 0.03498702377830618), ('học tốn', 0.03498702377830618), ('phải gửi', 0.05135123883758033)]",Quận 10
Phúc Long,https://www.foody.vn/ho-chi-minh/phuc-long-ngo-gia-tu,MobileWeb,2019-09-19 10:00:00,Bãi Đậu Xe ưu tiên cho Khách hay cho Nhân Viên PL,"Rất bực mình khi phải viết bài này, cũng là 1 fan của PL. Tới PL Ngô Gia Tự uống như bị đày đọa như 1 nô lệ. Uống 1 ly nước ko đáng bao nhiêu mà phải tốn xăng tốn thời gian tốn sức đi đến Bãi Đậu Xe NHƯNG KHÔNG PHẢI là của PL (có tính phí). Đến trước cửa thì bảo vệ nói rất dễ thương (anh, chỗ đậu xe này là của khách mang về với lại cho nhân viên PL, anh vui lòng gửi xe ở Siêu Thị Coop Mart giùm em). Bực thứ 2 ko hiểu nỗi trước sân PL vẫn còn khoảng trống to đùng không cho để. Mình đến không lẽ không uống. Đành đi qua Siêu Thị Coop Mart gần PL, chưa kịp xuống hầm, nguyên cái bảng to đùng đập ngay vào mắt (Chỉ gửi xe cho khách hàng Coop Mart) Ủa không lẽ giờ xuống nói dối vào siêu thị mua đồ rùi lặng lẽ đi bộ qua PL uống....Bực thứ 3 quay lại nói với bảo vệ thì bảo vệ suy nghĩ 1 hồi mới cho đâu sát bên cột điện. Vậy mình tới uống PL là khách hay nô lệ vậy. PL khi kiếm mặt bằng kinh doanh không lẽ không nghĩ tới việc cho bãi đậu xe cho khách ngồi lại uống hay sao?😠

Thái độ phục vụ nhân viên không mấy gì gọi là quan tâm khách hàng, nói chuyện cười đùa um sùm, mở nhạc như quán Bar. Ồn thật. Sẽ không bao giờ quay lại...",1.0,bãi đậu xe ưu tiên cho khách hay cho nhân viên pl,rất bực mình khi phải viết bài này cũng là 1 fan của pl. tới pl ngô gia tự uống như bị đày đọa như 1 nô lệ. uống 1 ly nước ko đáng bao nhiêu mà phải tốn xăng tốn thời gian tốn sức đi đến bãi đậu xe nhưng không phải là của pl có tính phí . đến trước cửa thì bảo vệ nói rất dễ thương anh chỗ đậu xe này là của khách mang về với lại cho nhân viên pl anh vui lòng gửi xe ở siêu thị coop mart giùm em . bực thứ 2 ko hiểu nỗi trước sân pl vẫn còn khoảng trống to đùng không cho để. mình đến không lẽ không uống. đành đi qua siêu thị coop mart gần pl chưa kịp xuống hầm nguyên cái bảng to đùng đập ngay vào mắt chỉ gửi xe cho khách hàng coop mart ủa không lẽ giờ xuống nói dối vào siêu thị mua đồ rùi lặng lẽ đi bộ qua pl uống....bực thứ 3 quay lại nói với bảo vệ thì bảo vệ suy nghĩ 1 hồi mới cho đâu sát bên cột điện. vậy mình tới uống pl là khách hay nô lệ vậy. pl khi kiếm mặt bằng kinh doanh không lẽ không nghĩ tới việc cho bãi đậu xe cho khách ngồi lại uống hay sao thái độ phục vụ nhân viên không mấy gì gọi là quan tâm khách hàng nói chuyện cười đùa um sùm mở nhạc như quán bar. ồn thật. sẽ không bao giờ quay lại...,negative,"[('siêu thị', 0.016429798932412403), ('coop mart', 0.016429798932412403), ('thị coop', 0.021615649439536325), ('phải tốn', 0.02533445149005036), ('bực thứ', 0.026352566568449358)]",Quận 10
